date,pri_supp_t,pri_back_t,pri_flow,sec_supp_t,sec_back_t,sec_flow,outdoor,indoor,irradiance
2021-12-09 12:20:00,69.297,32.4659999999999,5.90199999999999,35.352,31.855,61.9179999999999,7.6,23.9060526315789,437.1
2021-12-09 12:30:00,68.78625,32.45375,5.84125,35.25375,31.84875,62.2125,7.7,23.9963157894736,429.5745
2021-12-09 12:40:00,68.2449999999999,32.434,5.935,35.233,31.836,62.396,7.8,23.9813157894736,422.049
2021-12-09 12:50:00,67.798,32.426,6.008,35.184,31.79,62.4039999999999,7.9,23.9671794871794,414.5235
2021-12-09 13:00:00,67.5841666666666,32.3591666666666,6.04,35.1074999999999,31.7275,62.8241666666666,8.0,24.0186842105263,406.998
2021-12-09 13:10:00,67.5839999999999,32.346,6.084,35.117,31.736,63.213,7.66666666666666,23.9266666666666,387.04583333333335
2021-12-09 13:20:00,67.6962499999999,32.3225,6.06125,35.1212499999999,31.74125,63.3049999999999,7.33333333333333,23.996923076923,367.09366666666665
2021-12-09 13:30:00,67.80125,32.3275,6.10875,35.16125,31.69125,62.2975,7.0,24.0247368421052,347.1415
2021-12-09 13:40:00,67.865,32.3339999999999,6.246,35.207,31.707,63.188,6.66666666666666,24.0453846153846,327.18933333333337
2021-12-09 13:50:00,67.8658333333333,32.3399999999999,6.27333333333333,35.2091666666666,31.6741666666666,62.8475,6.33333333333333,23.9010526315789,307.23716666666667
2021-12-09 14:00:00,67.91125,32.37,6.405,35.29875,31.695,62.90625,6.0,23.9771428571428,287.285
2021-12-09 14:10:00,68.0159999999999,32.368,6.367,35.291,31.686,62.723,5.93333333333333,23.9794285714285,265.55466666666666
2021-12-09 14:20:00,68.1875,32.3575,6.38125,35.305,31.71125,63.32375,5.86666666666666,23.9886111111111,243.82433333333336
2021-12-09 14:30:00,68.585,32.395,6.26666666666666,35.3458333333333,31.7266666666666,62.4608333333333,5.8,24.0008333333333,222.094
2021-12-09 14:40:00,69.04625,32.38375,6.16749999999999,35.31125,31.74875,63.2712499999999,5.73333333333333,23.9378378378378,200.3636666666667
2021-12-09 14:50:00,69.27,32.3589999999999,6.019,35.283,31.7479999999999,62.6419999999999,5.66666666666666,24.0017948717948,178.63333333333333
2021-12-09 15:00:00,69.222,32.3829999999999,5.968,35.272,31.764,62.3799999999999,5.6,23.9791666666666,156.903
2021-12-09 15:10:00,69.08,32.37,5.97333333333333,35.24,31.7675,62.9158333333333,5.46666666666666,23.9691891891891,136.10366666666667
2021-12-09 15:20:00,68.938,32.364,5.90499999999999,35.2219999999999,31.767,62.2,5.33333333333333,24.0076315789473,115.30433333333332
2021-12-09 15:30:00,68.80375,32.4,6.26125,35.35,31.7425,62.9112499999999,5.19999999999999,24.0024324324324,94.505
2021-12-09 15:40:00,68.715,32.444,6.584,35.485,31.7329999999999,63.253,5.06666666666666,24.0133333333333,73.70566666666666
2021-12-09 15:50:00,68.7066666666666,32.515,6.79416666666666,35.6224999999999,31.75,63.0,4.93333333333333,23.9930555555555,52.90633333333332
2021-12-09 16:00:00,68.97375,32.51375,6.68625,35.57625,31.7687499999999,63.515,4.8,23.7731707317073,32.107
2021-12-09 16:10:00,69.4209999999999,32.534,6.46899999999999,35.6269999999999,31.8229999999999,62.439,4.64999999999999,23.8807894736842,26.75583333333333
2021-12-09 16:20:00,69.9258333333333,32.5991666666666,6.60583333333333,35.7616666666666,31.8558333333333,62.9116666666666,4.5,23.8755263157894,21.404666666666664
2021-12-09 16:30:00,70.1662499999999,32.70625,6.92875,35.99375,31.88375,63.0899999999999,4.35,23.8518421052631,16.0535
2021-12-09 16:40:00,70.268,32.7669999999999,7.298,36.17,31.8339999999999,63.1349999999999,4.2,23.8102702702702,10.702333333333332
2021-12-09 16:50:00,70.308,32.948,7.422,36.437,31.9649999999999,61.9839999999999,4.05,23.7856756756756,5.351166666666664
2021-12-09 17:00:00,70.298,33.048,7.42,36.493,32.0899999999999,62.89,3.9,23.7375675675675,0.0
2021-12-09 17:10:00,70.4016666666666,33.1416666666666,7.22916666666666,36.5241666666666,32.2233333333333,62.6924999999999,3.8,23.7584210526315,0.0
2021-12-09 17:20:00,70.6616666666666,33.1999999999999,7.13,36.5666666666666,32.2983333333333,62.5966666666666,3.69999999999999,23.8115789473684,0.0
2021-12-09 17:30:00,70.826,33.223,7.159,36.6329999999999,32.354,62.9299999999999,3.59999999999999,23.8883783783783,0.0
2021-12-09 17:40:00,71.0966666666666,33.4341666666666,7.71575,37.0783333333333,32.4166666666666,63.9133333333333,3.5,23.8218421052631,0.0
2021-12-09 17:50:00,71.345,33.61,8.2725,37.385,32.475,63.25,3.4,23.7954054054054,0.0
2021-12-09 18:00:00,71.28,33.693,8.263,37.42,32.519,63.034,3.3,23.7986486486486,0.0
2021-12-09 18:10:00,71.0599999999999,33.782,8.27,37.471,32.669,63.6909999999999,3.23333333333333,23.8227027027027,0.0
2021-12-09 18:20:00,70.8091666666666,33.8975,8.1575,37.5633333333333,32.805,62.9675,3.16666666666666,23.8110526315789,0.0
2021-12-09 18:30:00,70.71375,33.96375,8.09,37.56125,32.8475,62.7225,3.09999999999999,23.8194594594594,0.0
2021-12-09 18:40:00,70.679,34.005,7.89299999999999,37.605,32.909,61.403,3.03333333333333,23.8113513513513,0.0
2021-12-09 18:50:00,70.735,34.0425,8.07916666666666,37.675,32.9824999999999,62.8183333333333,2.96666666666666,23.8478947368421,0.0
2021-12-09 19:00:00,70.8075,34.095,8.1425,37.69375,33.025,63.5587499999999,2.9,23.8557894736842,0.0
2021-12-09 19:10:00,70.86,34.143,8.192,37.794,33.076,63.378,2.86666666666666,23.921,0.0
2021-12-09 19:20:00,71.184,34.207,8.145,37.892,33.11,62.652,2.83333333333333,23.9007692307692,0.0
2021-12-09 19:30:00,71.55,34.2275,7.99625,37.90125,33.1449999999999,62.4475,2.8,23.9425641025641,0.0
2021-12-09 19:40:00,71.686,34.2039999999999,7.79899999999999,37.8219999999999,33.19,62.878,2.76666666666666,23.8573684210526,0.0
2021-12-09 19:50:00,71.64,34.172,7.444,37.696,33.2519999999999,62.604,2.73333333333333,23.8560526315789,0.0
2021-12-09 20:00:00,71.604,34.158,7.403,37.635,33.2459999999999,63.0059999999999,2.7,23.83975,0.0
2021-12-09 20:10:00,71.5558333333333,34.1475,7.34583333333333,37.6325,33.2333333333333,62.3025,2.75,23.8741025641025,0.0
2021-12-09 20:20:00,71.26875,34.14125,7.46375,37.60375,33.22125,63.03125,2.8,23.8720512820512,0.0
2021-12-09 20:30:00,70.8049999999999,34.107,7.281,37.4779999999999,33.194,62.2789999999999,2.85,23.8784210526315,0.0
2021-12-09 20:40:00,70.2075,34.0641666666666,7.3175,37.3775,33.1916666666666,62.7266666666666,2.9,23.8882051282051,0.0
2021-12-09 20:50:00,69.61,34.045,7.22875,37.3075,33.19875,62.4287499999999,2.95,23.9251282051282,0.0
2021-12-09 21:00:00,69.544,33.998,7.177,37.232,33.163,62.544,3.0,23.914054054054,0.0
2021-12-09 21:10:00,69.769,33.964,7.17,37.188,33.14,63.1179999999999,2.95,23.9813157894736,0.0
2021-12-09 21:20:00,70.1666666666666,33.9616666666666,7.48833333333333,37.3275,33.1083333333333,63.9199999999999,2.9,24.0263157894736,0.0
2021-12-09 21:30:00,70.4474999999999,34.14875,8.07616666666666,37.7549999999999,33.07625,63.5212499999999,2.85,23.9665,0.0
2021-12-09 21:40:00,70.574,34.321,8.664,38.0229999999999,33.102,62.971,2.8,24.0805128205128,0.0
2021-12-09 21:50:00,70.6966666666666,34.4091666666666,8.69666666666666,38.1216666666666,33.1533333333333,62.5975,2.75,23.9251282051282,0.0
2021-12-09 22:00:00,70.73125,34.54875,8.94875,38.26375,33.265,63.60125,2.7,23.95575,0.0
2021-12-09 22:10:00,70.779,34.583,8.753,38.284,33.345,63.11,2.65,23.9397499999999,0.0
2021-12-09 22:20:00,71.02,34.6116666666666,8.47666666666666,38.2991666666666,33.4433333333333,62.7441666666666,2.6,23.9256097560975,0.0
2021-12-09 22:30:00,71.2124999999999,34.62,8.23125,38.26125,33.51125,62.6575,2.55,23.9147499999999,0.0
2021-12-09 22:40:00,71.341,34.632,8.109,38.277,33.539,62.2179999999999,2.5,23.9220512820512,0.0
2021-12-09 22:50:00,71.481,34.653,8.245,38.307,33.563,63.205,2.45,23.8295,0.0
2021-12-09 23:00:00,71.5758333333333,34.6374999999999,8.0675,38.2624999999999,33.5766666666666,62.8066666666666,2.4,23.9374358974358,0.0
2021-12-09 23:10:00,71.691,34.635,8.039,38.248,33.601,63.287,2.31666666666666,23.9620512820512,0.0
2021-12-09 23:20:00,71.816,34.663,7.992,38.295,33.616,62.7679999999999,2.23333333333333,23.9307894736842,0.0
2021-12-09 23:30:00,71.9162499999999,34.6449999999999,7.8375,38.27375,33.6275,62.315,2.15,23.9435,0.0
2021-12-09 23:40:00,71.904,34.6539999999999,7.931,38.274,33.618,62.7159999999999,2.06666666666666,23.9285,0.0
2021-12-09 23:50:00,71.92,34.6583333333333,7.945,38.2741666666666,33.625,62.9533333333333,1.98333333333333,23.8747368421052,0.0
2021-12-10 00:00:00,71.9324999999999,34.69375,7.86625,38.33875,33.65625,62.03875,1.9,23.9146153846153,0.0
2021-12-10 00:10:00,71.893,34.684,8.05099999999999,38.306,33.638,63.425,2.16666666666666,23.9092307692307,0.0
2021-12-10 00:20:00,71.838,34.754,8.334,38.463,33.653,63.673,2.43333333333333,23.9097368421052,0.0
2021-12-10 00:30:00,71.746,34.874,8.536,38.66,33.6849999999999,63.046,2.7,23.7023684210526,0.0
2021-12-10 00:40:00,71.619,34.986,8.73,38.8159999999999,33.7219999999999,62.629,2.96666666666666,23.8132432432432,0.0
2021-12-10 00:50:00,71.549,35.086,8.875,38.91,33.773,62.922,3.23333333333333,23.8197368421052,0.0
2021-12-10 01:00:00,71.963,35.1919999999999,8.982,39.056,33.874,63.6079999999999,3.5,23.8105263157894,0.0
2021-12-10 01:10:00,72.5358333333333,35.2558333333333,8.73666666666666,39.1291666666666,33.9608333333333,62.9375,3.51666666666666,23.8083783783783,0.0
2021-12-10 01:20:00,72.9829999999999,35.263,8.62399999999999,39.164,34.057,63.628,3.53333333333333,23.8110526315789,0.0
2021-12-10 01:30:00,73.3375,35.32875,8.605,39.2149999999999,34.06375,63.41,3.55,23.836,0.0
2021-12-10 01:40:00,73.561,35.338,8.466,39.2639999999999,34.075,62.296,3.56666666666666,23.8124324324324,0.0
2021-12-10 01:50:00,73.3516666666666,35.3641666666666,8.46583333333333,39.2633333333333,34.1625,63.0725,3.58333333333333,23.833,0.0
2021-12-10 02:00:00,72.90125,35.32375,8.2375,39.08625,34.16375,62.80375,3.6,23.8345,0.0
2021-12-10 02:10:00,72.806,35.35,8.343,39.105,34.211,63.789,3.56666666666666,23.8049999999999,0.0
2021-12-10 02:20:00,72.796,35.3889999999999,8.31899999999999,39.168,34.23,62.9329999999999,3.53333333333333,23.8444736842105,0.0
2021-12-10 02:30:00,72.6125,35.3775,8.33166666666666,39.16,34.2283333333333,62.845,3.5,23.7945945945945,0.0
2021-12-10 02:40:00,72.46375,35.36,8.20875,39.1137499999999,34.2275,62.29125,3.46666666666666,23.835,0.0
2021-12-10 02:50:00,72.3819999999999,35.376,8.285,39.131,34.236,62.568,3.43333333333333,23.758947368421,0.0
2021-12-10 03:00:00,72.325,35.363,8.244,39.075,34.2279999999999,62.869,3.4,23.777027027027,0.0
2021-12-10 03:10:00,72.2809999999999,35.357,8.3,39.063,34.256,63.688,3.0,23.6533333333333,0.0
2021-12-10 03:20:00,72.2258333333333,35.37,8.19333333333333,39.0716666666666,34.245,62.4791666666666,2.6,23.7159459459459,0.0
2021-12-10 03:30:00,72.17625,35.4,8.36875,39.13625,34.2325,62.6462499999999,2.2,23.7218421052631,0.0
2021-12-10 03:40:00,72.1575,35.4358333333333,8.59916666666666,39.21,34.2316666666666,63.2466666666666,1.8,23.760731707317,0.0
2021-12-10 03:50:00,72.22,35.4737499999999,8.48375,39.2625,34.25,62.065,1.4,23.8684615384615,0.0
2021-12-10 04:00:00,72.2709999999999,35.482,8.611,39.296,34.286,62.9929999999999,1.0,23.7004761904761,0.0
2021-12-10 04:10:00,72.363,35.53,8.568,39.337,34.3159999999999,62.6549999999999,1.01666666666666,23.675641025641,0.0
2021-12-10 04:20:00,72.4633333333333,35.5366666666666,8.42333333333333,39.3208333333333,34.3708333333333,62.5316666666666,1.03333333333333,23.6845945945945,0.0
2021-12-10 04:30:00,72.46875,35.46125,8.155,39.18625,34.38125,62.4775,1.05,23.5889743589743,0.0
2021-12-10 04:40:00,72.393,35.405,8.004,39.061,34.386,62.8339999999999,1.06666666666666,23.6215384615384,0.0
2021-12-10 04:50:00,72.317,35.396,7.874,38.998,34.368,62.342,1.08333333333333,23.7513157894736,0.0
2021-12-10 05:00:00,72.317,35.367,7.90399999999999,38.9839999999999,34.342,62.4829999999999,1.1,23.5864102564102,0.0
2021-12-10 05:10:00,72.397,35.309,7.85999999999999,38.915,34.296,62.628,1.11666666666666,23.7073684210526,0.0
2021-12-10 05:20:00,72.626,35.26,7.831,38.8709999999999,34.269,63.0859999999999,1.13333333333333,23.61525,0.0
2021-12-10 05:30:00,73.044875,35.2025,7.46333333333333,38.7925,34.2425,61.9883333333333,1.15,23.600975609756,0.0
2021-12-10 05:40:00,73.46375,35.1175,7.19624999999999,38.63625,34.2387499999999,62.54625,1.16666666666666,23.7084999999999,0.0
2021-12-10 05:50:00,73.238,35.035,7.062,38.451,34.19,63.086,1.18333333333333,23.6971052631578,0.0
2021-12-10 06:00:00,72.6047777777777,34.949,6.83799999999999,38.247,34.1539999999999,62.511,1.2,23.5828205128205,0.0
2021-12-10 06:10:00,71.9715555555555,34.8283333333333,6.685,38.0491666666666,34.1083333333333,62.3941666666666,1.26666666666666,23.5851282051282,0.6585
2021-12-10 06:20:00,71.3383333333333,34.7133333333333,6.62,37.8366666666666,34.0,62.9516666666666,1.33333333333333,23.5810526315789,1.317
2021-12-10 06:30:00,71.395,34.66,6.625,37.8049999999999,33.93,62.601,1.4,23.7156756756756,1.9754999999999998
2021-12-10 06:40:00,71.77,34.5839999999999,6.72699999999999,37.827,33.823,62.288,1.46666666666666,23.68425,2.634
2021-12-10 06:50:00,72.3566666666666,34.5541666666666,7.03666666666666,37.9716666666666,33.745,62.6624999999999,1.53333333333333,23.6702564102564,3.2925
2021-12-10 07:00:00,72.585,34.594,7.265,38.068,33.736,63.2349999999999,1.6,23.7035135135135,3.951
2021-12-10 07:10:00,72.4725,34.58875,7.28374999999999,38.1,33.70625,62.4625,1.71666666666666,23.7797368421052,10.997166666666667
2021-12-10 07:20:00,72.395,34.622,7.446,38.1299999999999,33.7159999999999,63.222,1.83333333333333,23.6994594594594,18.043333333333333
2021-12-10 07:30:00,72.385,34.648,7.32599999999999,38.1549999999999,33.748,62.3309999999999,1.95,23.753947368421,25.0895
2021-12-10 07:40:00,72.3041666666666,34.6666666666666,7.395,38.1883333333333,33.7624999999999,62.4691666666666,2.06666666666666,23.6095,32.135666666666665
2021-12-10 07:50:00,72.09875,34.65375,7.42625,38.1137499999999,33.75875,63.4075,2.18333333333333,23.7535,39.18183333333334
2021-12-10 08:00:00,71.936,34.629,7.32,38.098,33.7579999999999,62.5779999999999,2.3,23.77,46.228
2021-12-10 08:10:00,71.8466666666666,34.6341666666666,7.33166666666666,38.0575,33.7408333333333,62.8483333333333,2.41666666666666,23.7311904761904,58.32
2021-12-10 08:20:00,71.8233333333333,34.635,7.23666666666666,38.115,33.77,61.6966666666666,2.53333333333333,23.71575,70.412
2021-12-10 08:30:00,71.9179999999999,34.7029999999999,7.669,38.23,33.754,63.254,2.65,23.6036585365853,82.50399999999999
2021-12-10 08:40:00,71.99,34.6783333333333,7.63333333333333,38.2333333333333,33.7208333333333,62.7008333333333,2.76666666666666,23.74,94.596
2021-12-10 08:50:00,72.0475,34.68125,7.66374999999999,38.2175,33.73,63.4325,2.88333333333333,23.8046341463414,106.68799999999999
2021-12-10 09:00:00,72.0033333333333,34.845,8.161875,38.5625,33.7658333333333,63.8041666666666,3.0,23.9399999999999,118.78
2021-12-10 09:10:00,72.1049999999999,35.0325,8.66,38.87625,33.79875,62.91625,3.26666666666666,23.955,146.4575
2021-12-10 09:20:00,72.20875,35.11875,8.6975,38.9737499999999,33.85375,62.78375,3.53333333333333,23.8924390243902,174.13500000000002
